event_id,lng,lat,title,description,event_time
62646928-e85b-4486-8685-b5ce3e69f332,-122.6603733,45.5153962,"Geo Location: Portland, OR 97214, USA","Transcript:  didn't answer I'm here but he said already on East as well just FYI","2018-03-07 21:05:54.338722"
a64edc69-e9c4-43e2-8cec-6466784c2eb2,-122.5950942,45.5897694,"Geo Location: 7000 NE Airport Way, Portland, OR 97218, USA","Transcript:  show me 10 San Antonio radar 7500 bucket Owensboro","2018-03-07 21:05:56.521599"
b64a42df-60c6-40bc-b778-4234e415ad8c,-122.6445844,45.5626996,"Geo Location: 2105 NE Killingsworth St, Portland, OR 97211, USA","Transcript:  7500 block of Northeast Killingsworth 2105","2018-03-07 21:06:39.096745"
29bddebe-9224-4cd8-8ce6-5e18c76a9dfe,-122.6603733,45.5153962,"Geo Location: Portland, OR 97214, USA","Transcript:  1759 on East","2018-03-07 21:08:06.405913"
e5a8c9c9-85aa-459d-b0fe-5dfcc8ecaa47,-122.6682232,45.5144338,"Geo Location: SE Salmon St, Portland, OR 97214, USA","Transcript:  34724 East Bank Esplanade at salmon on a guy carrying a bottle of vodka","2018-03-07 21:08:08.893623"
2e8cbe4b-e1aa-4767-9104-e36b3bc73bce,-122.7302569,45.5267801,"Geo Location: 5151 NW Cornell Rd, Portland, OR 97210, USA","Transcript:  Animal Park Abbey","2018-03-07 21:08:48.621972"
6191ed50-fe87-46ff-a3b6-d1f371c4a86c,-122.670145,45.577472,"Geo Location: 405 N Lombard St, Portland, OR 97217, USA","Transcript:  we're right in front of 405 North Lombard","2018-03-07 21:09:37.340155"
461f59b1-cb46-4978-92e4-b750075ed51b,-122.670145,45.577472,"Geo Location: 405 N Lombard St, Portland, OR 97217, USA","Transcript:  405 North Lombard","2018-03-07 21:09:38.297291"
3733c707-cf78-4375-ae58-2f91386909aa,-122.6668324,45.5366337,"Geo Location: 1905 N Williams Ave, Portland, OR 97227, USA","Transcript:  Consolidated location","2018-03-07 21:11:08.504164"
69461128-5863-4b75-bd25-780164756914,-122.5921356,45.4943139,"Geo Location: Portland, OR 97206, USA","Transcript:  119th and Powell","2018-03-07 21:11:10.344010"
d7cf7a31-c782-4ad0-91e9-d96b6ad49f51,-122.5024565,45.519672,"Geo Location: 15627 SE Stark St, Portland, OR 97233, USA","Transcript:  and I was going to be a green jacket in a location of 15627 Southeast Stark","2018-03-07 21:11:12.189308"
26c7b2f0-ebbf-41c7-a2bd-41c753d80bd1,-122.4345357,45.5094498,"Geo Location: 390 NW Burnside Rd, Gresham, OR 97030, USA","Transcript:  KeyBank 390 North West Burnside","2018-03-07 21:11:50.738456"
c05fec4f-2cd4-4983-b421-4281a7eeef18,-122.6697468,45.4959667,"Geo Location: 3750 SW River Pkwy, Portland, OR 97239, USA","Transcript:  can I have the classes of actually going to be inside apartment","2018-03-07 21:11:52.637502"
cdbeccc8-6072-41eb-a596-5fc2ca514faf,-122.7235846,45.6074632,"Geo Location: Portland, OR, USA","Transcript:  missing dad with Alzheimer's 7634 North president talking about 1830 this evening normally go for a walk every evening gown by Michael Barr born in 1935 season white male 5 6 10","2018-03-07 21:13:24.899659"
57a59dcb-99d8-4289-a95b-348d9e2da9b5,-122.6832981,45.6112515,"Geo Location: 12125 N Parker Ave, Portland, OR 97217, USA","Transcript: white male 5 6 10","2018-03-07 21:14:05.448192"
e5d4269c-b0db-408a-9f8d-265731077160,-122.6782074,45.4404605,"Geo Location: 11321 SW Terwilliger Blvd, Portland, OR 97219, USA","Transcript:  are you in the area","2018-03-07 21:14:07.706684"
3a931af3-b3e6-4490-a6f0-f691702d64ee,-122.6378868,45.4962972,"Geo Location: 3641 SE 28th Ave, Portland, OR 97202, USA","Transcript:  cousin 5:23 and Bella Thorne","2018-03-07 21:14:09.643803"
238823b0-cdfa-4d9b-a7ce-aadd1db61ab6,-122.6603747,45.5174125,"Geo Location: 736 SE Grand Ave, Portland, OR 97214, USA","Transcript: on your Pony","2018-03-07 21:15:32.768858"
a008eea1-54f1-42cc-8f8d-fb371b792352,-122.6975387,45.4785491,"Geo Location: Portland, OR 97239, USA","Transcript:  North Carolina","2018-03-07 21:15:34.840315"
395c02cc-e97a-4f1f-9087-c6c6036bb5ff,-122.5038277,44.9679324,"Geo Location: Molalla, OR 97038, USA","Transcript: Eastern Parkway","2018-03-07 21:16:19.486585"
dcdbbc08-35e5-4b34-b995-a88fffd760b6,-122.6085002,45.5627506,"Geo Location: Portland, OR, USA","Transcript:  5205 Northeast Killingsworth unit 806 * 21 year old complaining of this problem","2018-03-07 21:18:38.749174"
8693fb82-378d-4950-8174-77cc8d0d97c7,-122.6027862,45.394175,"Geo Location: SE Candy Ln, Portland, OR 97267, USA","Transcript: ultraviolet Candy's 2118","2018-03-07 21:19:18.788186"
23d31928-a465-433a-8ca8-06832f9dbeb3,-122.5791492,45.4347341,"Geo Location: 16000 SE Southgate St, Portland, OR 97222, USA","Transcript: pictures of older Village Apartments 16000 South East apartment 20 female fighting","2018-03-07 21:20:05.583025"
c9915303-c410-4f13-96e1-31e047673aa1,-122.6844574,45.5139908,"Geo Location: 1525 SW Park Ave, Portland, OR 97201, USA","Transcript: down for the Wimbledon Square Apartments Building address is 4952 South East 28248 complaining hearing sounds that fight inside and blast breaking","2018-03-07 21:20:51.330852"
2c984c17-8adc-4e8e-8443-aa6d80e9be55,-122.6502866,45.5336967,"Geo Location: 1500 NE 15th Ave, Portland, OR 97232, USA","Transcript:  Pleasants Hardware in apartment 15","2018-03-07 21:20:53.207486"
5d2468cb-74c3-4700-9e02-74426c5825cb,-122.6837004,45.5267203,"Geo Location: 1207 NW Glisan St, Portland, OR 97209, USA","Transcript:  I-64 traffic Columbia Bank","2018-03-07 21:21:38.106208"
658159fe-4392-495b-a700-04c3fc8fad77,-122.676229,45.5300367,"Geo Location: 945 NW Naito Pkwy, Portland, OR 97209, USA","Transcript:  have another call on Nick at 945 Northwest naito Parkway suicidal again are we going out on him","2018-03-07 21:21:40.613403"
ac225a16-4bd9-46b4-9577-7dde9509a4d9,-122.782995,45.452801,"Geo Location: 9364 SW Washington Square Rd, Tigard, OR 97223, USA","Transcript: show me an octagon Blue Square call","2018-03-07 21:23:06.184162"
60c9e7d2-b310-4980-9a5a-1be11fef4d02,-122.6295558,45.5164534,"Geo Location: Portland, OR, USA","Transcript:  sorry for meeting Belmont","2018-03-07 21:23:09.492743"
85bebba9-4630-4670-8524-107ece8c0d9e,-122.6494495,45.5405308,"Geo Location: Portland, OR, USA","Transcript:  Home Depot on 16th and Glenn Widing","2018-03-07 21:23:51.175478"
5868630a-99e6-497b-91de-2f5fda19c34d,-122.5479944,45.491555,"Geo Location: Portland, OR, USA","Transcript:  from 112th and Powell","2018-03-07 21:25:22.553794"
a0cd5f00-1a03-4b55-8a02-4adde37b1246,-122.6794819,45.5216649,"Geo Location: 391 SW Park Ave, Portland, OR 97205, USA","Transcript:  391 Park Avenue","2018-03-07 21:25:24.046149"
3652e9c4-8642-42e6-bc1e-0c281802aae2,-122.6495916,45.5260946,"Geo Location: 435 NE 16th Ave, Portland, OR 97232, USA","Transcript: 435 NE 16th Street View","2018-03-07 21:26:49.159281"
6ea3e22b-9e1e-4531-bef9-19477fc90998,-122.5477631,45.504393,"Geo Location: 11215 SE Division St, Portland, OR 97266, USA","Transcript:  I called said that they're no longer at The Tick Tock I'm heading south on 112th","2018-03-07 21:28:22.664029"
cfa3029c-fcf9-44ad-9326-738a9b3a894c,-121.9422217,37.3520859,"Geo Location: 777 Benton St, Santa Clara, CA 95050, USA","Transcript:  Santa Clara Fire Department","2018-03-07 21:28:24.577482"
51c5dc82-3720-40e8-b1b2-8ebe22789bb5,-122.5626295,45.5043666,"Geo Location: Portland, OR, USA","Transcript: current 130 and Division","2018-03-07 21:30:31.359952"
298ee60e-249c-48db-a0eb-729e7921e5e7,-122.6753274,45.5175688,"Geo Location: 223 SW Yamhill St, Portland, OR 97204, USA","Transcript:  Adrian Morrison contacting the complaint very for 5 to go unknown perfect threaten them with a skateboard eastbound on Yamhill","2018-03-07 21:36:39.114021"
dafdd3e3-14b9-4563-b8da-ffb30ea5eab1,-122.6840262,45.4925502,"Geo Location: Portland, OR, USA","Transcript:  6th and Glisan","2018-03-07 21:36:40.694660"
5a7fd726-5a5e-4d19-b236-6ac49909bcb9,-122.4920124,45.3716875,"Geo Location: Oregon City, OR 97045, USA","Transcript:  437 Clear Acre","2018-03-07 21:36:42.131096"
991e9b30-431e-4098-8f60-0e87f0c92303,-122.6634647,45.6034716,"Geo Location: 250 NE Tomahawk Island Dr #22, Portland, OR 97217, USA","Transcript: been sick for this island Thing lady would like that","2018-03-07 21:38:04.854275"
fbd18ca6-0500-49ce-8966-b243693d1afb,-122.7462251,45.4087987,"Geo Location: 15350 SW Sequoia Pkwy Ste 195, Portland, OR 97224, USA","Transcript:  148 apartment 27 southwest Houston Parkway Unit number for 384","2018-03-07 21:38:52.446437"
ab054ec2-c06d-4a56-b25f-1a95b6d56316,-122.7870952,45.5521607,"Geo Location: Portland, OR 97229, USA","Transcript:  kiwi driver westbound I-84 to northbound I-5 dark-colored Audi 4 door with a trip permit shipping median a couple times","2018-03-07 21:38:53.757644"
1d26581e-8b7a-4b23-8d75-3b30ba786649,-121.4974439,45.8067564,"Geo Location: White Salmon, WA 98672, USA","Transcript: music in the right lane","2018-03-07 21:39:30.990129"
aa934d59-7579-4c61-a86c-da25df4f0e6b,-123.1735788,45.2329582,"Geo Location: McMinnville, OR 97128, USA","Transcript:  Colson 45","2018-03-07 21:43:18.628405"
07562d0b-0376-4c9f-9a45-9986c2765f19,-122.8131228,45.5273591,"Geo Location: 1070 NW Murray Blvd # D, Portland, OR 97229, USA","Transcript:  Countryside","2018-03-07 21:44:59.287360"
dccfb5bc-6d1c-4604-83be-bfadb27c767d,-122.5351759,45.526311,"Geo Location: Portland, OR, USA","Transcript: diapers for free on 138th and Glisan","2018-03-07 21:46:21.094735"
ba549097-ca96-48b6-83b9-ab23b06a84f9,-122.6131129,45.5275277,"Geo Location: 4805 NE Glisan Street, Portland, OR 97213, USA","Transcript: Nikki from by the hospital","2018-03-07 21:47:05.945964"
72df110c-7e55-456f-9cfd-ffaa29c9ff13,-122.6818606,45.5201104,"Geo Location: 939 SW Morrison St, Portland, OR 97205, USA","Transcript:  Calico if he calls it her here at Target that are holding to want you give me that your phone calling","2018-03-07 21:47:09.489791"
713c8e15-bc59-46e3-8752-a0ae6090dee3,-122.3888485,45.4932196,"Geo Location: 4391 SE 5th St, Gresham, OR 97080, USA","Transcript:  4391 Southeast 5th Street, grandson of Matthew Nelson entire dinner","2018-03-07 21:47:52.231930"
82fd113e-07ac-4aaa-b49c-a2fcc96a1f40,-122.6637704,45.5200676,"Geo Location: 403 SE 2nd Ave, Portland, OR 97214, USA","Transcript:  Google at 403 Southeast 2nd Circle","2018-03-07 21:50:50.200089"
e4a8da1c-117b-4f23-a2af-8359943a4d4c,-122.6223252,45.5045725,"Geo Location: 3930 SE Division St, Portland, OR 97202, USA","Transcript: simplify please change my location to Sanford","2018-03-07 21:52:22.055272"
10c5ffd6-04c6-4e62-b394-185e5fc409cc,-122.5980919,45.3933738,"Geo Location: Gladstone, OR 97027, USA","Transcript:  Larisa Park","2018-03-07 21:52:23.124631"
3d12f3fe-d419-49c5-8dcd-89b0c1f1b45e,-122.66701,45.5402032,"Geo Location: 2415 N Williams Ave, Portland, OR 97227, USA","Transcript:  Sarah from Chuck","2018-03-07 21:52:25.430617"
4d5f0345-4686-4994-9ac1-f8e3da4e480c,-122.5933846,45.5302651,"Geo Location: 1150 NE 68th Ave, Portland, OR 97213, USA","Transcript: 1150 Northeast 68th","2018-03-07 21:56:45.462802"
6f7ba879-7a0c-436d-85e3-77d0522522d8,-122.4336352,45.5306528,"Geo Location: 834 NE Fairview Ave, Wood Village, OR 97060, USA","Transcript:  Orion extra hundred Frank 834 Fairview Parkway in Hollister","2018-03-07 21:58:23.320310"
a5a7da76-56a9-4e30-8e96-f25000cbf400,-122.6806569,45.5179189,"Geo Location: 911 SW Broadway, Portland, OR 97205, USA","Transcript:  Columbia West Vancouver, Missouri small propane tank","2018-03-07 21:58:27.207627"
9d8eff98-1b7b-4657-9ce6-7d2c7e2bbbcf,-122.6768373,45.440694,"Geo Location: Portland, OR 97219, USA","Transcript: small propane tank and gas can in the center lane","2018-03-07 21:59:01.409039"
b7c66b8c-2f07-49d7-9fbc-02da17cefcae,-123.1039585,45.7819623,"Geo Location: Buxton, OR 97109, USA","Transcript: Hershey 423","2018-03-07 21:59:47.488232"
aa4dc356-c7f2-4799-bdb0-94532d3cd9bc,-122.4441056,45.5443436,"Geo Location: 21401 NE Sandy Blvd, Fairview, OR 97024, USA","Transcript: Target in Fairview","2018-03-07 22:01:19.337615"
75b95161-8a84-4dd4-bede-86ddb4b1e909,-122.6581405,45.5716185,"Geo Location: 700 NE Dekum St, Portland, OR 97211, USA","Transcript: forklift Riley and you can put them back on their house or Hospital","2018-03-07 22:04:19.152791"
687c44c5-9514-4a8b-9610-23edd78be129,-122.8087162,45.5237624,"Geo Location: 9217 NW Clement Ln, Portland, OR 97229, USA","Transcript: information call Yuba County at 9217 Clement Circle. Missing part they want to clear","2018-03-07 22:06:34.320656"
2bdd56ff-d921-485e-9b1d-58cf178f8726,-122.5821688,45.5195771,"Geo Location: 408 SE 79th Ave, Portland, OR 97215, USA","Transcript: Party Factory","2018-03-07 22:07:18.967784"
900f20dd-778f-42fe-b3f4-f624a7ea8b4d,-122.6764815,45.5230622,"Geo Location: Oregon, USA","Transcript: southbound I-5 just at the 405 in Washington boy 74778 North","2018-03-07 22:08:48.114535"
ff6d5b5f-859d-49d2-a943-92be5c695c01,-122.6764815,45.5230622,"Geo Location: Oregon, USA","Transcript: 15089 McRae November City","2018-03-07 22:15:35.662031"
fdcf76f6-d6b8-4de4-8fce-6a024cfdc65a,-122.6642359,45.5927597,"Geo Location: 5545 NE 6th Dr, Portland, OR 97211, USA","Transcript: 5545 Northeast 6th","2018-03-08 21:20:13.979781"
f3935198-1899-41e9-a25b-f5f9a4338e98,-122.6474459,45.4640294,"Geo Location: 8117 SE 17th Ave, Portland, OR 97202, USA","Transcript:  what was the description on that carjacking vehicle from the Penguins over on older or ask about an hour ago","2018-03-08 21:20:16.332057"
3d962fbe-3b82-4cfb-9fd7-2e5d3d3ed827,-122.6426754,45.5267994,"Geo Location: 2240 NE Sandy Blvd, Portland, OR 97232, USA","Transcript: silver Subaru Forester four-door black Yakima Roof Rack white OPB sticker on the rear window 03 black male juvenile","2018-03-08 21:20:54.078207"
a14bc717-e5ef-45fb-84e7-47aa85bd0a81,-122.5795834,45.5573688,"Geo Location: 8132 NE 81st Ave, Portland, OR 97218, USA","Transcript:  8132 Route 81","2018-03-08 21:20:56.277646"
5285f466-7e46-4c62-a59d-38d1d1ddb7a1,-122.6524742,45.494239,"Geo Location: 3964 SE Milwaukie Ave, Portland, OR 97202, USA","Transcript: 3964 Milwaukee Kiefer 10114 Southeast Division behind there","2018-03-08 21:23:57.814419"
c92b934e-5c5a-462d-a917-581ea85a0e0c,-122.510607,45.5042136,"Geo Location: SE 148th Ave & SE Division St, Portland, OR 97233, USA","Transcript:  964 Southeast 148th and Division","2018-03-08 21:24:40.855616"
2185e636-bce8-4213-81aa-bd233c0b7c90,-122.5990854,45.6178212,"Geo Location: Vancouver, WA 98664, USA","Transcript: Memphis where I'm going to be heading south on 117 from Brooklyn","2018-03-08 21:26:13.139283"
5695087d-7e85-44d8-a697-578fb1675b6d,-122.649698,45.480512,"Geo Location: 5819 SE Milwaukie Ave, Portland, OR 97202, USA","Transcript:  10 or grey GMC Yukon with Oregon","2018-03-08 21:26:14.706979"
ce8e8fe3-e6a0-4782-9c3f-906c4fe57377,-122.5277084,45.5196485,"Geo Location: Portland, OR 97233, USA","Transcript:  any five Creek address 22360","2018-03-08 21:26:16.371264"
0391558c-50bc-4c7f-99f3-db9680b98bde,-122.6746315,45.4756373,"Geo Location: 360 SW Vermont St, Portland, OR 97219, USA","Transcript:  navigate to 360 Southwest Vermont 2125","2018-03-08 21:26:17.431813"
381b39ab-5de1-4531-8f96-154a868e34fe,-122.556916,45.51697,"Geo Location: 10414 SE Washington St, Portland, OR 97216, USA","Transcript: gravity park behind a vehicle approaching start","2018-03-08 21:26:54.569603"
563ddb76-4470-4172-8076-4cec56d831ae,-122.668494,45.5653099,"Geo Location: 5806 N Vancouver Ave, Portland, OR 97217, USA","Transcript:  Batman paper Aurora Northbound start","2018-03-08 21:27:41.368173"
cb46187a-8806-4e68-be1c-554792601591,-122.5775329,45.5188991,"Geo Location: 8326 SE Stark St, Portland, OR 97216, USA","Transcript: information Eastern behind and unreported 57 there currently Northbound 117th from Starke","2018-03-08 21:28:25.094601"
18c9755f-5209-46ca-b172-b529471b01ea,-122.6810043,45.5235165,"Geo Location: 40 NW 10th Ave, Portland, OR 97209, USA","Transcript:  8418 L 24 on here","2018-03-08 21:29:11.924487"
78c151e0-344a-478a-b09b-530cc0eac7f5,-122.5584138,45.5546878,"Geo Location: 10100 NE Prescott St, Portland, OR 97220, USA","Transcript: I want to get Gresham heads up","2018-03-08 21:30:43.194781"
021d059d-1170-4899-accd-61998beb022e,-122.6743553,45.4848061,"Geo Location: 5320 SW Macadam Ave, Portland, OR 97239, USA","Transcript:  first date in Terminator talking eastbound chart from 1 to 8 is Richard Rooter to pick up Frank 959","2018-03-08 21:30:44.769707"
2fe73f5a-1ed7-4aaf-a887-b8f81e2a780f,-122.7744002,45.6387894,"Geo Location: 15550 N Lombard St, Portland, OR 97203, USA","Transcript:  accident with injuries they said it's near Terminal 5 which is 15998 North Lombard Street looks like they're mapping closer to body Lake Road and Marine Drive","2018-03-08 21:31:26.649155"
372c8804-7a55-4d26-bbf1-2fb13300efa9,-123.1885232,45.8595369,"Geo Location: 395 North St, Vernonia, OR 97064, USA","Transcript: 395 North East 134 place in Sacramento","2018-03-08 21:34:25.063094"
07df8bac-e0fd-4b40-ab01-31145070b326,-122.8166028,45.5259825,"Geo Location: 13645 NW Science Park Dr, Portland, OR 97229, USA","Transcript:  yeah the cell phone code to be closer to body Lake Road and Marine Drive","2018-03-08 21:36:40.700279"
46392c73-0ea1-4796-8405-c06e5d70c33f,-84.9796103,40.4350859,"Geo Location: 208 N Commerce St, Portland, IN 47371, USA","Transcript: Spencer Indiana","2018-03-08 21:38:55.948509"
7dbee12a-3ba9-4709-ad33-26a3124dad07,-122.5670825,45.496337,"Geo Location: 3550 SE 92nd Ave, Portland, OR 97266, USA","Transcript:  silent for so many traffic Lanes female TV stars","2018-03-08 21:38:58.305498"
4dbe3f3f-dff2-4c8b-a52a-add416c350d5,-122.5747582,45.5268436,"Geo Location: 8435 NE Glisan St, Portland, OR 97220, USA","Transcript: 1614 Travis","2018-03-08 21:44:54.394250"
af6aa950-dfdf-477c-b897-bdbf228193e7,-122.7931051,45.5452577,"Geo Location: Portland, OR 97229, USA","Transcript:  I-5 southbound exit","2018-03-08 21:44:56.517216"
ae8d92cf-ee11-4614-91f7-17ea139b00f2,-122.5788381,45.4685042,"Geo Location: 8202 SE Flavel St, Portland, OR 97266, USA","Transcript: 95 8202 Southeast Flavel","2018-03-08 21:46:25.996992"
40bbc819-8959-430b-aa51-2bd41fa2b248,-122.6181613,45.5366591,"Geo Location: 4340 NE Sandy Blvd, Portland, OR 97213, USA","Transcript:  Springleaf","2018-03-08 21:47:57.783976"
